Running LSaliency saliency . . .
Epoch [100/1000], | TL: 0.4448, ML: 0.0000, BL: 0.4448, VL: 0.0000  | Var: 0.0022, W:4.4480
Epoch [700/1000], | TL: 0.2146, ML: 0.0000, BL: 0.2146, VL: 0.0000  | Var: 0.0013, W:2.1459
Epoch [800/1000], | TL: 0.1897, ML: 0.0000, BL: 0.1897, VL: 0.0000  | Var: 0.0010, W:1.8970
Epoch [900/1000], | TL: 0.1681, ML: 0.0000, BL: 0.1681, VL: 0.0000  | Var: 0.0008, W:1.6815
Epoch [1000/1000], | TL: 0.1495, ML: 0.0000, BL: 0.1495, VL: 0.0000  | Var: 0.0006, W:1.4953
[2.00%] Candidate 4 took 1.3829s
Epoch [100/1000], | TL: 1.3883, ML: 0.9970, BL: 0.3913, VL: 0.0000  | Var: 0.0058, W:3.9132
Epoch [200/1000], | TL: 1.3236, ML: 0.9971, BL: 0.3264, VL: 0.0000  | Var: 0.0050, W:3.2644
Epoch [300/1000], | TL: 1.2675, ML: 0.9972, BL: 0.2703, VL: 0.0000  | Var: 0.0039, W:2.7027
Epoch [400/1000], | TL: 1.2207, ML: 0.9972, BL: 0.2235, VL: 0.0000  | Var: 0.0028, W:2.2347
Epoch [500/1000], | TL: 1.1826, ML: 0.9972, BL: 0.1854, VL: 0.0000  | Var: 0.0019, W:1.8542
Epoch [600/1000], | TL: 1.1521, ML: 0.9972, BL: 0.1549, VL: 0.0000  | Var: 0.0013, W:1.5488
Epoch [700/1000], | TL: 1.1277, ML: 0.9972, BL: 0.1305, VL: 0.0000  | Var: 0.0009, W:1.3046
Epoch [800/1000], | TL: 1.1081, ML: 0.9972, BL: 0.1109, VL: 0.0000  | Var: 0.0006, W:1.1089
Epoch [900/1000], | TL: 1.0923, ML: 0.9972, BL: 0.0951, VL: 0.0000  | Var: 0.0004, W:0.9510
Epoch [1000/1000], | TL: 1.0795, ML: 0.9972, BL: 0.0823, VL: 0.0000  | Var: 0.0003, W:0.8226
[2.50%] Candidate 5 took 1.3914s
Epoch [100/1000], | TL: 0.4512, ML: 0.0000, BL: 0.4511, VL: 0.0000  | Var: 0.0039, W:4.5115
Epoch [200/1000], | TL: 0.4035, ML: 0.0000, BL: 0.4035, VL: 0.0000  | Var: 0.0035, W:4.0353
Epoch [300/1000], | TL: 0.3586, ML: 0.0000, BL: 0.3585, VL: 0.0000  | Var: 0.0031, W:3.5855
Epoch [400/1000], | TL: 0.3171, ML: 0.0000, BL: 0.3171, VL: 0.0000  | Var: 0.0026, W:3.1712
Epoch [500/1000], | TL: 0.2798, ML: 0.0000, BL: 0.2798, VL: 0.0000  | Var: 0.0021, W:2.7976
Epoch [600/1000], | TL: 0.2466, ML: 0.0000, BL: 0.2466, VL: 0.0000  | Var: 0.0016, W:2.4662
Epoch [700/1000], | TL: 0.2176, ML: 0.0000, BL: 0.2176, VL: 0.0000  | Var: 0.0013, W:2.1758
Epoch [800/1000], | TL: 0.1923, ML: 0.0000, BL: 0.1923, VL: 0.0000  | Var: 0.0010, W:1.9232
Epoch [900/1000], | TL: 0.1705, ML: 0.0000, BL: 0.1705, VL: 0.0000  | Var: 0.0008, W:1.7045
Epoch [1000/1000], | TL: 0.1516, ML: 0.0000, BL: 0.1516, VL: 0.0000  | Var: 0.0006, W:1.5156
[3.00%] Candidate 6 took 1.3808s
Epoch [100/1000], | TL: 0.4357, ML: 0.0000, BL: 0.4357, VL: 0.0000  | Var: 0.0016, W:4.3566
Epoch [200/1000], | TL: 0.3883, ML: 0.0000, BL: 0.3883, VL: 0.0000  | Var: 0.0015, W:3.8831
Epoch [300/1000], | TL: 0.3440, ML: 0.0000, BL: 0.3440, VL: 0.0000  | Var: 0.0013, W:3.4403
Epoch [400/1000], | TL: 0.3036, ML: 0.0000, BL: 0.3036, VL: 0.0000  | Var: 0.0011, W:3.0363
Epoch [500/1000], | TL: 0.2675, ML: 0.0000, BL: 0.2675, VL: 0.0000  | Var: 0.0009, W:2.6749
Epoch [600/1000], | TL: 0.2356, ML: 0.0000, BL: 0.2356, VL: 0.0000  | Var: 0.0007, W:2.3563
Epoch [700/1000], | TL: 0.2078, ML: 0.0000, BL: 0.2078, VL: 0.0000  | Var: 0.0005, W:2.0784
Epoch [800/1000], | TL: 0.1838, ML: 0.0000, BL: 0.1838, VL: 0.0000  | Var: 0.0004, W:1.8376
Epoch [900/1000], | TL: 0.1630, ML: 0.0000, BL: 0.1630, VL: 0.0000  | Var: 0.0003, W:1.6296
Epoch [1000/1000], | TL: 0.1450, ML: 0.0000, BL: 0.1450, VL: 0.0000  | Var: 0.0002, W:1.4500
[3.50%] Candidate 7 took 1.3438s
Epoch [100/1000], | TL: 1.4051, ML: 0.9973, BL: 0.4078, VL: 0.0000  | Var: 0.0055, W:4.0784
Epoch [200/1000], | TL: 1.3384, ML: 0.9976, BL: 0.3408, VL: 0.0000  | Var: 0.0045, W:3.4079
Epoch [300/1000], | TL: 1.2800, ML: 0.9977, BL: 0.2823, VL: 0.0000  | Var: 0.0034, W:2.8227
Epoch [400/1000], | TL: 1.2310, ML: 0.9977, BL: 0.2333, VL: 0.0000  | Var: 0.0024, W:2.3330
Epoch [500/1000], | TL: 1.1912, ML: 0.9977, BL: 0.1934, VL: 0.0000  | Var: 0.0017, W:1.9342
Epoch [600/1000], | TL: 1.1592, ML: 0.9978, BL: 0.1614, VL: 0.0000  | Var: 0.0011, W:1.6141
Epoch [700/1000], | TL: 1.1336, ML: 0.9978, BL: 0.1358, VL: 0.0000  | Var: 0.0008, W:1.3583
Epoch [800/1000], | TL: 1.1131, ML: 0.9978, BL: 0.1153, VL: 0.0000  | Var: 0.0005, W:1.1534
Epoch [900/1000], | TL: 1.0966, ML: 0.9978, BL: 0.0988, VL: 0.0000  | Var: 0.0004, W:0.9882
Epoch [1000/1000], | TL: 1.0832, ML: 0.9978, BL: 0.0854, VL: 0.0000  | Var: 0.0003, W:0.8541
[4.00%] Candidate 8 took 1.2319s
Epoch [100/1000], | TL: 0.4741, ML: 0.0000, BL: 0.4741, VL: 0.0000  | Var: 0.0037, W:4.7412
Epoch [200/1000], | TL: 0.4257, ML: 0.0000, BL: 0.4257, VL: 0.0000  | Var: 0.0034, W:4.2565
Epoch [300/1000], | TL: 0.3793, ML: 0.0000, BL: 0.3793, VL: 0.0000  | Var: 0.0030, W:3.7932
Epoch [400/1000], | TL: 0.3362, ML: 0.0000, BL: 0.3362, VL: 0.0000  | Var: 0.0025, W:3.3620
Epoch [500/1000], | TL: 0.2970, ML: 0.0000, BL: 0.2970, VL: 0.0000  | Var: 0.0020, W:2.9699
Epoch [600/1000], | TL: 0.2620, ML: 0.0000, BL: 0.2620, VL: 0.0000  | Var: 0.0016, W:2.6198
Epoch [700/1000], | TL: 0.2312, ML: 0.0000, BL: 0.2312, VL: 0.0000  | Var: 0.0013, W:2.3116
Epoch [800/1000], | TL: 0.2043, ML: 0.0000, BL: 0.2043, VL: 0.0000  | Var: 0.0010, W:2.0427
Epoch [900/1000], | TL: 0.1809, ML: 0.0000, BL: 0.1809, VL: 0.0000  | Var: 0.0008, W:1.8094
Epoch [1000/1000], | TL: 0.1608, ML: 0.0000, BL: 0.1608, VL: 0.0000  | Var: 0.0006, W:1.6077
[4.50%] Candidate 9 took 1.4030s
Epoch [100/1000], | TL: 1.4193, ML: 0.9964, BL: 0.4228, VL: 0.0000  | Var: 0.0050, W:4.2283
Epoch [200/1000], | TL: 1.3508, ML: 0.9969, BL: 0.3539, VL: 0.0000  | Var: 0.0042, W:3.5394
Epoch [300/1000], | TL: 1.2904, ML: 0.9970, BL: 0.2934, VL: 0.0000  | Var: 0.0032, W:2.9338
Epoch [400/1000], | TL: 1.2396, ML: 0.9971, BL: 0.2425, VL: 0.0000  | Var: 0.0023, W:2.4248
Epoch [500/1000], | TL: 1.1980, ML: 0.9971, BL: 0.2009, VL: 0.0000  | Var: 0.0016, W:2.0092
Epoch [600/1000], | TL: 1.1646, ML: 0.9971, BL: 0.1675, VL: 0.0000  | Var: 0.0010, W:1.6752
Epoch [700/1000], | TL: 1.1380, ML: 0.9971, BL: 0.1408, VL: 0.0000  | Var: 0.0007, W:1.4083
Epoch [800/1000], | TL: 1.1166, ML: 0.9971, BL: 0.1195, VL: 0.0000  | Var: 0.0005, W:1.1947
Epoch [900/1000], | TL: 1.0994, ML: 0.9971, BL: 0.1023, VL: 0.0000  | Var: 0.0003, W:1.0227
Epoch [1000/1000], | TL: 1.0854, ML: 0.9971, BL: 0.0883, VL: 0.0000  | Var: 0.0002, W:0.8830
[5.00%] Candidate 10 took 1.3909s
Epoch [100/1000], | TL: 1.4064, ML: 0.9967, BL: 0.4097, VL: 0.0000  | Var: 0.0097, W:4.0968
Epoch [200/1000], | TL: 1.3404, ML: 0.9970, BL: 0.3434, VL: 0.0000  | Var: 0.0081, W:3.4344
Epoch [300/1000], | TL: 1.2822, ML: 0.9971, BL: 0.2851, VL: 0.0000  | Var: 0.0061, W:2.8514
Epoch [400/1000], | TL: 1.2331, ML: 0.9971, BL: 0.2360, VL: 0.0000  | Var: 0.0044, W:2.3596
Epoch [500/1000], | TL: 1.1928, ML: 0.9972, BL: 0.1957, VL: 0.0000  | Var: 0.0030, W:1.9566
Epoch [600/1000], | TL: 1.1604, ML: 0.9972, BL: 0.1632, VL: 0.0000  | Var: 0.0020, W:1.6319
Epoch [700/1000], | TL: 1.1344, ML: 0.9972, BL: 0.1372, VL: 0.0000  | Var: 0.0014, W:1.3719
Epoch [800/1000], | TL: 1.1135, ML: 0.9972, BL: 0.1164, VL: 0.0000  | Var: 0.0009, W:1.1636
Epoch [900/1000], | TL: 1.0968, ML: 0.9972, BL: 0.0996, VL: 0.0000  | Var: 0.0007, W:0.9959
Epoch [1000/1000], | TL: 1.0832, ML: 0.9972, BL: 0.0860, VL: 0.0000  | Var: 0.0005, W:0.8598
[5.50%] Candidate 11 took 1.3975s
Epoch [100/1000], | TL: 0.4172, ML: 0.0000, BL: 0.4172, VL: 0.0000  | Var: 0.0053, W:4.1717
Epoch [200/1000], | TL: 0.3714, ML: 0.0000, BL: 0.3714, VL: 0.0000  | Var: 0.0048, W:3.7135
Epoch [300/1000], | TL: 0.3288, ML: 0.0000, BL: 0.3288, VL: 0.0000  | Var: 0.0041, W:3.2877
Epoch [400/1000], | TL: 0.2901, ML: 0.0000, BL: 0.2901, VL: 0.0000  | Var: 0.0035, W:2.9007
Epoch [500/1000], | TL: 0.2555, ML: 0.0000, BL: 0.2555, VL: 0.0000  | Var: 0.0028, W:2.5552
Epoch [600/1000], | TL: 0.2251, ML: 0.0000, BL: 0.2251, VL: 0.0000  | Var: 0.0022, W:2.2510
Epoch [700/1000], | TL: 0.1986, ML: 0.0000, BL: 0.1986, VL: 0.0000  | Var: 0.0017, W:1.9858
Epoch [800/1000], | TL: 0.1756, ML: 0.0000, BL: 0.1756, VL: 0.0000  | Var: 0.0013, W:1.7560
Epoch [900/1000], | TL: 0.1558, ML: 0.0000, BL: 0.1557, VL: 0.0000  | Var: 0.0010, W:1.5575
Epoch [1000/1000], | TL: 0.1386, ML: 0.0000, BL: 0.1386, VL: 0.0000  | Var: 0.0008, W:1.3861
[6.00%] Candidate 12 took 1.4012s
Epoch [100/1000], | TL: 1.4533, ML: 0.9963, BL: 0.4570, VL: 0.0000  | Var: 0.0023, W:4.5700
Epoch [200/1000], | TL: 1.3806, ML: 0.9970, BL: 0.3836, VL: 0.0000  | Var: 0.0020, W:3.8364
Epoch [300/1000], | TL: 1.3156, ML: 0.9972, BL: 0.3184, VL: 0.0000  | Var: 0.0016, W:3.1844
Epoch [400/1000], | TL: 1.2604, ML: 0.9972, BL: 0.2632, VL: 0.0000  | Var: 0.0012, W:2.6319
Epoch [500/1000], | TL: 1.2151, ML: 0.9973, BL: 0.2179, VL: 0.0000  | Var: 0.0008, W:2.1788
Epoch [600/1000], | TL: 1.1787, ML: 0.9973, BL: 0.1814, VL: 0.0000  | Var: 0.0006, W:1.8139
Epoch [700/1000], | TL: 1.1495, ML: 0.9973, BL: 0.1522, VL: 0.0000  | Var: 0.0004, W:1.5222
Epoch [800/1000], | TL: 1.1262, ML: 0.9973, BL: 0.1289, VL: 0.0000  | Var: 0.0003, W:1.2889
Epoch [900/1000], | TL: 1.1074, ML: 0.9973, BL: 0.1101, VL: 0.0000  | Var: 0.0002, W:1.1013
Epoch [1000/1000], | TL: 1.0922, ML: 0.9973, BL: 0.0949, VL: 0.0000  | Var: 0.0001, W:0.9493
[6.50%] Candidate 13 took 1.3849s
Epoch [100/1000], | TL: 1.4368, ML: 0.9972, BL: 0.4396, VL: 0.0000  | Var: 0.0051, W:4.3963
Epoch [200/1000], | TL: 1.3675, ML: 0.9974, BL: 0.3701, VL: 0.0000  | Var: 0.0044, W:3.7005
Epoch [300/1000], | TL: 1.3054, ML: 0.9975, BL: 0.3079, VL: 0.0000  | Var: 0.0034, W:3.0792
Epoch [400/1000], | TL: 1.2525, ML: 0.9975, BL: 0.2550, VL: 0.0000  | Var: 0.0024, W:2.5503
Epoch [500/1000], | TL: 1.2090, ML: 0.9975, BL: 0.2115, VL: 0.0000  | Var: 0.0017, W:2.1149
Epoch [600/1000], | TL: 1.1739, ML: 0.9975, BL: 0.1763, VL: 0.0000  | Var: 0.0011, W:1.7632
Epoch [700/1000], | TL: 1.1457, ML: 0.9975, BL: 0.1481, VL: 0.0000  | Var: 0.0008, W:1.4813
Epoch [800/1000], | TL: 1.1231, ML: 0.9975, BL: 0.1255, VL: 0.0000  | Var: 0.0005, W:1.2554
Epoch [900/1000], | TL: 1.1049, ML: 0.9976, BL: 0.1074, VL: 0.0000  | Var: 0.0004, W:1.0736
Epoch [1000/1000], | TL: 1.0902, ML: 0.9976, BL: 0.0926, VL: 0.0000  | Var: 0.0003, W:0.9260
[7.00%] Candidate 14 took 1.4043s
Epoch [100/1000], | TL: 1.4043, ML: 0.9967, BL: 0.4076, VL: 0.0000  | Var: 0.0033, W:4.0763
Epoch [200/1000], | TL: 1.3370, ML: 0.9970, BL: 0.3400, VL: 0.0000  | Var: 0.0027, W:3.3999
Epoch [300/1000], | TL: 1.2783, ML: 0.9971, BL: 0.2812, VL: 0.0000  | Var: 0.0020, W:2.8120
Epoch [400/1000], | TL: 1.2294, ML: 0.9972, BL: 0.2322, VL: 0.0000  | Var: 0.0014, W:2.3222
Epoch [500/1000], | TL: 1.1897, ML: 0.9972, BL: 0.1925, VL: 0.0000  | Var: 0.0009, W:1.9248
Epoch [600/1000], | TL: 1.1579, ML: 0.9972, BL: 0.1606, VL: 0.0000  | Var: 0.0006, W:1.6065
Epoch [700/1000], | TL: 1.1325, ML: 0.9972, BL: 0.1352, VL: 0.0000  | Var: 0.0004, W:1.3524
Epoch [800/1000], | TL: 1.1121, ML: 0.9972, BL: 0.1149, VL: 0.0000  | Var: 0.0003, W:1.1490
Epoch [900/1000], | TL: 1.0957, ML: 0.9972, BL: 0.0985, VL: 0.0000  | Var: 0.0002, W:0.9850
Epoch [1000/1000], | TL: 1.0824, ML: 0.9972, BL: 0.0852, VL: 0.0000  | Var: 0.0001, W:0.8517
[7.50%] Candidate 15 took 1.3926s
Epoch [100/1000], | TL: 0.4620, ML: 0.0000, BL: 0.4620, VL: 0.0000  | Var: 0.0019, W:4.6197
Epoch [200/1000], | TL: 0.4136, ML: 0.0000, BL: 0.4136, VL: 0.0000  | Var: 0.0017, W:4.1359
Epoch [300/1000], | TL: 0.3677, ML: 0.0000, BL: 0.3677, VL: 0.0000  | Var: 0.0015, W:3.6770
Epoch [400/1000], | TL: 0.3253, ML: 0.0000, BL: 0.3253, VL: 0.0000  | Var: 0.0013, W:3.2532
Epoch [500/1000], | TL: 0.2870, ML: 0.0000, BL: 0.2870, VL: 0.0000  | Var: 0.0010, W:2.8704
Epoch [600/1000], | TL: 0.2530, ML: 0.0000, BL: 0.2530, VL: 0.0000  | Var: 0.0008, W:2.5305
Epoch [700/1000], | TL: 0.2232, ML: 0.0000, BL: 0.2232, VL: 0.0000  | Var: 0.0006, W:2.2323
Epoch [800/1000], | TL: 0.1973, ML: 0.0000, BL: 0.1973, VL: 0.0000  | Var: 0.0005, W:1.9730
Epoch [900/1000], | TL: 0.1748, ML: 0.0000, BL: 0.1748, VL: 0.0000  | Var: 0.0004, W:1.7485
Epoch [1000/1000], | TL: 0.1554, ML: 0.0000, BL: 0.1554, VL: 0.0000  | Var: 0.0003, W:1.5544
[8.00%] Candidate 16 took 1.3831s
Epoch [100/1000], | TL: 1.4512, ML: 0.9969, BL: 0.4543, VL: 0.0000  | Var: 0.0049, W:4.5427
Epoch [200/1000], | TL: 1.3806, ML: 0.9972, BL: 0.3834, VL: 0.0000  | Var: 0.0043, W:3.8337
Epoch [300/1000], | TL: 1.3168, ML: 0.9973, BL: 0.3195, VL: 0.0000  | Var: 0.0034, W:3.1952
Epoch [400/1000], | TL: 1.2621, ML: 0.9973, BL: 0.2648, VL: 0.0000  | Var: 0.0025, W:2.6481
Epoch [500/1000], | TL: 1.2169, ML: 0.9974, BL: 0.2196, VL: 0.0000  | Var: 0.0017, W:2.1957
Epoch [600/1000], | TL: 1.1803, ML: 0.9974, BL: 0.1829, VL: 0.0000  | Var: 0.0012, W:1.8292
Epoch [700/1000], | TL: 1.1509, ML: 0.9974, BL: 0.1535, VL: 0.0000  | Var: 0.0008, W:1.5353
Epoch [800/1000], | TL: 1.1274, ML: 0.9974, BL: 0.1300, VL: 0.0000  | Var: 0.0005, W:1.2997
Epoch [900/1000], | TL: 1.1084, ML: 0.9974, BL: 0.1110, VL: 0.0000  | Var: 0.0004, W:1.1102
Epoch [1000/1000], | TL: 1.0930, ML: 0.9974, BL: 0.0957, VL: 0.0000  | Var: 0.0003, W:0.9566
[8.50%] Candidate 17 took 1.3953s
Epoch [100/1000], | TL: 0.4676, ML: 0.0000, BL: 0.4676, VL: 0.0000  | Var: 0.0054, W:4.6757
Epoch [200/1000], | TL: 0.4196, ML: 0.0000, BL: 0.4196, VL: 0.0000  | Var: 0.0050, W:4.1962
Epoch [300/1000], | TL: 0.3739, ML: 0.0000, BL: 0.3739, VL: 0.0000  | Var: 0.0044, W:3.7388
Epoch [400/1000], | TL: 0.3314, ML: 0.0000, BL: 0.3314, VL: 0.0000  | Var: 0.0037, W:3.3137
Epoch [500/1000], | TL: 0.2927, ML: 0.0000, BL: 0.2927, VL: 0.0000  | Var: 0.0030, W:2.9273
Epoch [600/1000], | TL: 0.2582, ML: 0.0000, BL: 0.2582, VL: 0.0000  | Var: 0.0024, W:2.5824
Epoch [700/1000], | TL: 0.2279, ML: 0.0000, BL: 0.2279, VL: 0.0000  | Var: 0.0019, W:2.2787
Epoch [800/1000], | TL: 0.2014, ML: 0.0000, BL: 0.2014, VL: 0.0000  | Var: 0.0014, W:2.0137
Epoch [900/1000], | TL: 0.1784, ML: 0.0000, BL: 0.1784, VL: 0.0000  | Var: 0.0011, W:1.7838
Epoch [1000/1000], | TL: 0.1585, ML: 0.0000, BL: 0.1585, VL: 0.0000  | Var: 0.0009, W:1.5850
[9.00%] Candidate 18 took 1.3854s
Epoch [100/1000], | TL: 0.4580, ML: 0.0000, BL: 0.4580, VL: 0.0000  | Var: 0.0047, W:4.5798
Epoch [200/1000], | TL: 0.4103, ML: 0.0000, BL: 0.4103, VL: 0.0000  | Var: 0.0044, W:4.1027
Epoch [300/1000], | TL: 0.3650, ML: 0.0000, BL: 0.3650, VL: 0.0000  | Var: 0.0039, W:3.6501
Epoch [400/1000], | TL: 0.3232, ML: 0.0000, BL: 0.3232, VL: 0.0000  | Var: 0.0033, W:3.2316
Epoch [500/1000], | TL: 0.2853, ML: 0.0000, BL: 0.2853, VL: 0.0000  | Var: 0.0027, W:2.8529
Epoch [600/1000], | TL: 0.2516, ML: 0.0000, BL: 0.2516, VL: 0.0000  | Var: 0.0021, W:2.5159
Epoch [700/1000], | TL: 0.2220, ML: 0.0000, BL: 0.2220, VL: 0.0000  | Var: 0.0017, W:2.2199
Epoch [800/1000], | TL: 0.1962, ML: 0.0000, BL: 0.1962, VL: 0.0000  | Var: 0.0013, W:1.9620
Epoch [900/1000], | TL: 0.1739, ML: 0.0000, BL: 0.1739, VL: 0.0000  | Var: 0.0010, W:1.7385
Epoch [1000/1000], | TL: 0.1545, ML: 0.0000, BL: 0.1545, VL: 0.0000  | Var: 0.0008, W:1.5453
[9.50%] Candidate 19 took 1.3961s
Epoch [100/1000], | TL: 0.4614, ML: 0.0000, BL: 0.4614, VL: 0.0000  | Var: 0.0047, W:4.6136
Epoch [200/1000], | TL: 0.4135, ML: 0.0000, BL: 0.4135, VL: 0.0000  | Var: 0.0043, W:4.1351
Epoch [300/1000], | TL: 0.3680, ML: 0.0000, BL: 0.3680, VL: 0.0000  | Var: 0.0038, W:3.6803
Epoch [400/1000], | TL: 0.3259, ML: 0.0000, BL: 0.3259, VL: 0.0000  | Var: 0.0032, W:3.2592
Epoch [500/1000], | TL: 0.2878, ML: 0.0000, BL: 0.2878, VL: 0.0000  | Var: 0.0026, W:2.8777
Epoch [600/1000], | TL: 0.2538, ML: 0.0000, BL: 0.2538, VL: 0.0000  | Var: 0.0021, W:2.5379
Epoch [700/1000], | TL: 0.2239, ML: 0.0000, BL: 0.2239, VL: 0.0000  | Var: 0.0016, W:2.2393
Epoch [800/1000], | TL: 0.1979, ML: 0.0000, BL: 0.1979, VL: 0.0000  | Var: 0.0013, W:1.9791
Epoch [900/1000], | TL: 0.1754, ML: 0.0000, BL: 0.1754, VL: 0.0000  | Var: 0.0010, W:1.7535
Epoch [1000/1000], | TL: 0.1558, ML: 0.0000, BL: 0.1558, VL: 0.0000  | Var: 0.0007, W:1.5585
[10.00%] Candidate 20 took 1.3869s
Epoch [100/1000], | TL: 0.4586, ML: 0.0000, BL: 0.4586, VL: 0.0000  | Var: 0.0050, W:4.5863
Epoch [200/1000], | TL: 0.4109, ML: 0.0000, BL: 0.4109, VL: 0.0000  | Var: 0.0046, W:4.1094
Epoch [300/1000], | TL: 0.3657, ML: 0.0000, BL: 0.3657, VL: 0.0000  | Var: 0.0041, W:3.6569
Epoch [400/1000], | TL: 0.3238, ML: 0.0000, BL: 0.3238, VL: 0.0000  | Var: 0.0035, W:3.2383
Epoch [500/1000], | TL: 0.2859, ML: 0.0000, BL: 0.2859, VL: 0.0000  | Var: 0.0029, W:2.8592
Epoch [600/1000], | TL: 0.2522, ML: 0.0000, BL: 0.2522, VL: 0.0000  | Var: 0.0023, W:2.5217
Epoch [700/1000], | TL: 0.2225, ML: 0.0000, BL: 0.2225, VL: 0.0000  | Var: 0.0018, W:2.2251
Epoch [800/1000], | TL: 0.1967, ML: 0.0000, BL: 0.1967, VL: 0.0000  | Var: 0.0014, W:1.9666
Epoch [900/1000], | TL: 0.1743, ML: 0.0000, BL: 0.1743, VL: 0.0000  | Var: 0.0011, W:1.7425
Epoch [1000/1000], | TL: 0.1549, ML: 0.0000, BL: 0.1549, VL: 0.0000  | Var: 0.0008, W:1.5488
[10.50%] Candidate 21 took 1.3938s
