Running LSaliency saliency . . .
Epoch [100/1000], | TL: 0.5618, ML: 0.1107, BL: 0.4511, VL: 0.0000  | Var: 0.0028, W:4.5111
Epoch [700/1000], | TL: 0.3306, ML: 0.0000, BL: 0.3306, VL: 0.0000  | Var: 0.0014, W:3.3057
Epoch [800/1000], | TL: 0.3105, ML: 0.0000, BL: 0.3105, VL: 0.0000  | Var: 0.0013, W:3.1054
Epoch [900/1000], | TL: 0.2915, ML: 0.0000, BL: 0.2915, VL: 0.0000  | Var: 0.0012, W:2.9155
Epoch [1000/1000], | TL: 0.2736, ML: 0.0000, BL: 0.2736, VL: 0.0000  | Var: 0.0010, W:2.7360
[3.00%] Candidate 6 took 1.4150s
Epoch [100/1000], | TL: 0.4983, ML: 0.0600, BL: 0.4383, VL: 0.0000  | Var: 0.0042, W:4.3827
Epoch [200/1000], | TL: 0.4254, ML: 0.0267, BL: 0.3987, VL: 0.0000  | Var: 0.0063, W:3.9873
Epoch [300/1000], | TL: 0.3768, ML: 0.0156, BL: 0.3612, VL: 0.0000  | Var: 0.0085, W:3.6119
Epoch [400/1000], | TL: 0.3374, ML: 0.0107, BL: 0.3267, VL: 0.0000  | Var: 0.0108, W:3.2673
Epoch [500/1000], | TL: 0.3039, ML: 0.0080, BL: 0.2958, VL: 0.0000  | Var: 0.0131, W:2.9584
Epoch [600/1000], | TL: 0.2750, ML: 0.0064, BL: 0.2686, VL: 0.0000  | Var: 0.0153, W:2.6857
Epoch [700/1000], | TL: 0.2502, ML: 0.0054, BL: 0.2448, VL: 0.0000  | Var: 0.0175, W:2.4477
Epoch [800/1000], | TL: 0.2288, ML: 0.0047, BL: 0.2241, VL: 0.0000  | Var: 0.0194, W:2.2412
Epoch [900/1000], | TL: 0.2105, ML: 0.0042, BL: 0.2063, VL: 0.0000  | Var: 0.0212, W:2.0627
Epoch [1000/1000], | TL: 0.1947, ML: 0.0038, BL: 0.1909, VL: 0.0000  | Var: 0.0229, W:1.9086
[3.50%] Candidate 7 took 1.4175s
Epoch [100/1000], | TL: 0.4740, ML: 0.0000, BL: 0.4740, VL: 0.0000  | Var: 0.0024, W:4.7404
Epoch [200/1000], | TL: 0.4495, ML: 0.0000, BL: 0.4495, VL: 0.0000  | Var: 0.0024, W:4.4950
Epoch [300/1000], | TL: 0.4253, ML: 0.0000, BL: 0.4253, VL: 0.0000  | Var: 0.0023, W:4.2535
Epoch [400/1000], | TL: 0.4017, ML: 0.0000, BL: 0.4017, VL: 0.0000  | Var: 0.0022, W:4.0173
Epoch [500/1000], | TL: 0.3788, ML: 0.0000, BL: 0.3788, VL: 0.0000  | Var: 0.0020, W:3.7881
Epoch [600/1000], | TL: 0.3567, ML: 0.0000, BL: 0.3567, VL: 0.0000  | Var: 0.0019, W:3.5669
Epoch [700/1000], | TL: 0.3355, ML: 0.0000, BL: 0.3355, VL: 0.0000  | Var: 0.0017, W:3.3549
Epoch [800/1000], | TL: 0.3153, ML: 0.0000, BL: 0.3153, VL: 0.0000  | Var: 0.0016, W:3.1526
Epoch [900/1000], | TL: 0.2960, ML: 0.0000, BL: 0.2960, VL: 0.0000  | Var: 0.0014, W:2.9604
Epoch [1000/1000], | TL: 0.2779, ML: 0.0000, BL: 0.2779, VL: 0.0000  | Var: 0.0013, W:2.7788
[4.00%] Candidate 8 took 1.4134s
Epoch [100/1000], | TL: 0.9883, ML: 0.5432, BL: 0.4451, VL: 0.0000  | Var: 0.0052, W:4.4515
Epoch [200/1000], | TL: 0.6181, ML: 0.2094, BL: 0.4087, VL: 0.0000  | Var: 0.0061, W:4.0865
Epoch [300/1000], | TL: 0.4515, ML: 0.0790, BL: 0.3725, VL: 0.0000  | Var: 0.0080, W:3.7248
Epoch [400/1000], | TL: 0.3787, ML: 0.0408, BL: 0.3379, VL: 0.0000  | Var: 0.0099, W:3.3793
Epoch [500/1000], | TL: 0.3320, ML: 0.0257, BL: 0.3063, VL: 0.0000  | Var: 0.0119, W:3.0628
Epoch [600/1000], | TL: 0.2961, ML: 0.0181, BL: 0.2780, VL: 0.0000  | Var: 0.0138, W:2.7800
Epoch [700/1000], | TL: 0.2669, ML: 0.0138, BL: 0.2531, VL: 0.0000  | Var: 0.0158, W:2.5311
Epoch [800/1000], | TL: 0.2424, ML: 0.0110, BL: 0.2314, VL: 0.0000  | Var: 0.0177, W:2.3141
Epoch [900/1000], | TL: 0.2217, ML: 0.0091, BL: 0.2126, VL: 0.0000  | Var: 0.0194, W:2.1260
Epoch [1000/1000], | TL: 0.2041, ML: 0.0078, BL: 0.1963, VL: 0.0000  | Var: 0.0211, W:1.9633
[4.50%] Candidate 9 took 1.4264s
Epoch [100/1000], | TL: 0.4533, ML: 0.0000, BL: 0.4533, VL: 0.0000  | Var: 0.0014, W:4.5328
Epoch [200/1000], | TL: 0.4289, ML: 0.0000, BL: 0.4289, VL: 0.0000  | Var: 0.0014, W:4.2892
Epoch [300/1000], | TL: 0.4051, ML: 0.0000, BL: 0.4051, VL: 0.0000  | Var: 0.0013, W:4.0507
Epoch [400/1000], | TL: 0.3819, ML: 0.0000, BL: 0.3819, VL: 0.0000  | Var: 0.0013, W:3.8190
Epoch [500/1000], | TL: 0.3595, ML: 0.0000, BL: 0.3595, VL: 0.0000  | Var: 0.0012, W:3.5953
Epoch [600/1000], | TL: 0.3381, ML: 0.0000, BL: 0.3381, VL: 0.0000  | Var: 0.0011, W:3.3806
Epoch [700/1000], | TL: 0.3176, ML: 0.0000, BL: 0.3176, VL: 0.0000  | Var: 0.0010, W:3.1758
Epoch [800/1000], | TL: 0.2981, ML: 0.0000, BL: 0.2981, VL: 0.0000  | Var: 0.0009, W:2.9813
Epoch [900/1000], | TL: 0.2797, ML: 0.0000, BL: 0.2797, VL: 0.0000  | Var: 0.0008, W:2.7973
Epoch [1000/1000], | TL: 0.2624, ML: 0.0000, BL: 0.2624, VL: 0.0000  | Var: 0.0007, W:2.6238
[5.00%] Candidate 10 took 1.4298s
Epoch [100/1000], | TL: 0.4841, ML: 0.0000, BL: 0.4841, VL: 0.0000  | Var: 0.0016, W:4.8411
Epoch [200/1000], | TL: 0.4594, ML: 0.0000, BL: 0.4594, VL: 0.0000  | Var: 0.0016, W:4.5941
Epoch [300/1000], | TL: 0.4350, ML: 0.0000, BL: 0.4350, VL: 0.0000  | Var: 0.0016, W:4.3502
Epoch [400/1000], | TL: 0.4111, ML: 0.0000, BL: 0.4111, VL: 0.0000  | Var: 0.0015, W:4.1111
Epoch [500/1000], | TL: 0.3879, ML: 0.0000, BL: 0.3879, VL: 0.0000  | Var: 0.0014, W:3.8786
Epoch [600/1000], | TL: 0.3654, ML: 0.0000, BL: 0.3654, VL: 0.0000  | Var: 0.0013, W:3.6538
Epoch [700/1000], | TL: 0.3438, ML: 0.0000, BL: 0.3438, VL: 0.0000  | Var: 0.0012, W:3.4379
Epoch [800/1000], | TL: 0.3232, ML: 0.0000, BL: 0.3232, VL: 0.0000  | Var: 0.0011, W:3.2316
Epoch [900/1000], | TL: 0.3035, ML: 0.0000, BL: 0.3035, VL: 0.0000  | Var: 0.0010, W:3.0355
Epoch [1000/1000], | TL: 0.2850, ML: 0.0000, BL: 0.2850, VL: 0.0000  | Var: 0.0009, W:2.8497
[5.50%] Candidate 11 took 1.4139s
Epoch [100/1000], | TL: 0.6718, ML: 0.1991, BL: 0.4727, VL: 0.0000  | Var: 0.0029, W:4.7273
Epoch [200/1000], | TL: 0.5162, ML: 0.0836, BL: 0.4326, VL: 0.0000  | Var: 0.0047, W:4.3264
Epoch [300/1000], | TL: 0.4373, ML: 0.0439, BL: 0.3935, VL: 0.0000  | Var: 0.0070, W:3.9347
Epoch [400/1000], | TL: 0.3842, ML: 0.0275, BL: 0.3567, VL: 0.0000  | Var: 0.0095, W:3.5672
Epoch [500/1000], | TL: 0.3425, ML: 0.0193, BL: 0.3232, VL: 0.0000  | Var: 0.0121, W:3.2323
Epoch [600/1000], | TL: 0.3079, ML: 0.0145, BL: 0.2933, VL: 0.0000  | Var: 0.0147, W:2.9334
Epoch [700/1000], | TL: 0.2786, ML: 0.0116, BL: 0.2670, VL: 0.0000  | Var: 0.0171, W:2.6705
Epoch [800/1000], | TL: 0.2537, ML: 0.0095, BL: 0.2441, VL: 0.0000  | Var: 0.0195, W:2.4414
Epoch [900/1000], | TL: 0.2324, ML: 0.0081, BL: 0.2243, VL: 0.0000  | Var: 0.0217, W:2.2428
Epoch [1000/1000], | TL: 0.2142, ML: 0.0070, BL: 0.2071, VL: 0.0000  | Var: 0.0237, W:2.0711
[6.00%] Candidate 12 took 1.4199s
Epoch [100/1000], | TL: 0.4466, ML: 0.0000, BL: 0.4466, VL: 0.0000  | Var: 0.0010, W:4.4659
Epoch [200/1000], | TL: 0.4223, ML: 0.0000, BL: 0.4223, VL: 0.0000  | Var: 0.0010, W:4.2229
Epoch [300/1000], | TL: 0.3985, ML: 0.0000, BL: 0.3985, VL: 0.0000  | Var: 0.0009, W:3.9855
Epoch [400/1000], | TL: 0.3755, ML: 0.0000, BL: 0.3755, VL: 0.0000  | Var: 0.0009, W:3.7552
Epoch [500/1000], | TL: 0.3533, ML: 0.0000, BL: 0.3533, VL: 0.0000  | Var: 0.0008, W:3.5334
Epoch [600/1000], | TL: 0.3321, ML: 0.0000, BL: 0.3321, VL: 0.0000  | Var: 0.0007, W:3.3209
Epoch [700/1000], | TL: 0.3118, ML: 0.0000, BL: 0.3118, VL: 0.0000  | Var: 0.0007, W:3.1184
Epoch [800/1000], | TL: 0.2926, ML: 0.0000, BL: 0.2926, VL: 0.0000  | Var: 0.0006, W:2.9264
Epoch [900/1000], | TL: 0.2745, ML: 0.0000, BL: 0.2745, VL: 0.0000  | Var: 0.0006, W:2.7450
Epoch [1000/1000], | TL: 0.2574, ML: 0.0000, BL: 0.2574, VL: 0.0000  | Var: 0.0005, W:2.5742
[6.50%] Candidate 13 took 1.4036s
Epoch [100/1000], | TL: 0.4660, ML: 0.0000, BL: 0.4660, VL: 0.0000  | Var: 0.0009, W:4.6596
Epoch [200/1000], | TL: 0.4414, ML: 0.0000, BL: 0.4414, VL: 0.0000  | Var: 0.0008, W:4.4137
Epoch [300/1000], | TL: 0.4172, ML: 0.0000, BL: 0.4172, VL: 0.0000  | Var: 0.0008, W:4.1722
Epoch [400/1000], | TL: 0.3937, ML: 0.0000, BL: 0.3937, VL: 0.0000  | Var: 0.0008, W:3.9368
Epoch [500/1000], | TL: 0.3709, ML: 0.0000, BL: 0.3709, VL: 0.0000  | Var: 0.0007, W:3.7089
Epoch [600/1000], | TL: 0.3490, ML: 0.0000, BL: 0.3490, VL: 0.0000  | Var: 0.0007, W:3.4896
Epoch [700/1000], | TL: 0.3280, ML: 0.0000, BL: 0.3280, VL: 0.0000  | Var: 0.0006, W:3.2799
Epoch [800/1000], | TL: 0.3080, ML: 0.0000, BL: 0.3080, VL: 0.0000  | Var: 0.0006, W:3.0803
Epoch [900/1000], | TL: 0.2891, ML: 0.0000, BL: 0.2891, VL: 0.0000  | Var: 0.0005, W:2.8911
Epoch [1000/1000], | TL: 0.2713, ML: 0.0000, BL: 0.2713, VL: 0.0000  | Var: 0.0005, W:2.7126
[7.00%] Candidate 14 took 1.4157s
Epoch [100/1000], | TL: 0.5181, ML: 0.0440, BL: 0.4742, VL: 0.0000  | Var: 0.0054, W:4.7418
Epoch [200/1000], | TL: 0.4535, ML: 0.0201, BL: 0.4333, VL: 0.0000  | Var: 0.0070, W:4.3333
Epoch [300/1000], | TL: 0.4059, ML: 0.0121, BL: 0.3937, VL: 0.0000  | Var: 0.0088, W:3.9374
Epoch [400/1000], | TL: 0.3652, ML: 0.0085, BL: 0.3567, VL: 0.0000  | Var: 0.0108, W:3.5673
Epoch [500/1000], | TL: 0.3295, ML: 0.0065, BL: 0.3230, VL: 0.0000  | Var: 0.0129, W:3.2300
Epoch [600/1000], | TL: 0.2982, ML: 0.0053, BL: 0.2929, VL: 0.0000  | Var: 0.0149, W:2.9286
Epoch [700/1000], | TL: 0.2709, ML: 0.0046, BL: 0.2663, VL: 0.0000  | Var: 0.0170, W:2.6629
Epoch [800/1000], | TL: 0.2471, ML: 0.0040, BL: 0.2431, VL: 0.0000  | Var: 0.0189, W:2.4310
Epoch [900/1000], | TL: 0.2266, ML: 0.0037, BL: 0.2230, VL: 0.0000  | Var: 0.0207, W:2.2296
Epoch [1000/1000], | TL: 0.2089, ML: 0.0034, BL: 0.2055, VL: 0.0000  | Var: 0.0223, W:2.0553
[7.50%] Candidate 15 took 1.4169s
Epoch [100/1000], | TL: 0.4624, ML: 0.0000, BL: 0.4624, VL: 0.0000  | Var: 0.0017, W:4.6244
Epoch [200/1000], | TL: 0.4380, ML: 0.0000, BL: 0.4380, VL: 0.0000  | Var: 0.0017, W:4.3798
Epoch [300/1000], | TL: 0.4140, ML: 0.0000, BL: 0.4140, VL: 0.0000  | Var: 0.0016, W:4.1397
Epoch [400/1000], | TL: 0.3906, ML: 0.0000, BL: 0.3906, VL: 0.0000  | Var: 0.0015, W:3.9058
Epoch [500/1000], | TL: 0.3679, ML: 0.0000, BL: 0.3679, VL: 0.0000  | Var: 0.0014, W:3.6795
Epoch [600/1000], | TL: 0.3462, ML: 0.0000, BL: 0.3462, VL: 0.0000  | Var: 0.0013, W:3.4618
Epoch [700/1000], | TL: 0.3254, ML: 0.0000, BL: 0.3254, VL: 0.0000  | Var: 0.0012, W:3.2537
Epoch [800/1000], | TL: 0.3056, ML: 0.0000, BL: 0.3056, VL: 0.0000  | Var: 0.0011, W:3.0557
Epoch [900/1000], | TL: 0.2868, ML: 0.0000, BL: 0.2868, VL: 0.0000  | Var: 0.0010, W:2.8681
Epoch [1000/1000], | TL: 0.2691, ML: 0.0000, BL: 0.2691, VL: 0.0000  | Var: 0.0009, W:2.6910
[8.00%] Candidate 16 took 1.4194s
Epoch [100/1000], | TL: 0.5093, ML: 0.0353, BL: 0.4741, VL: 0.0000  | Var: 0.0082, W:4.7405
Epoch [200/1000], | TL: 0.4503, ML: 0.0167, BL: 0.4336, VL: 0.0000  | Var: 0.0098, W:4.3360
Epoch [300/1000], | TL: 0.4047, ML: 0.0103, BL: 0.3944, VL: 0.0000  | Var: 0.0115, W:3.9437
Epoch [400/1000], | TL: 0.3650, ML: 0.0074, BL: 0.3576, VL: 0.0000  | Var: 0.0133, W:3.5763
Epoch [500/1000], | TL: 0.3299, ML: 0.0058, BL: 0.3241, VL: 0.0000  | Var: 0.0152, W:3.2409
Epoch [600/1000], | TL: 0.2988, ML: 0.0048, BL: 0.2940, VL: 0.0000  | Var: 0.0171, W:2.9404
Epoch [700/1000], | TL: 0.2717, ML: 0.0042, BL: 0.2675, VL: 0.0000  | Var: 0.0189, W:2.6751
Epoch [800/1000], | TL: 0.2481, ML: 0.0037, BL: 0.2443, VL: 0.0000  | Var: 0.0207, W:2.4432
Epoch [900/1000], | TL: 0.2276, ML: 0.0034, BL: 0.2242, VL: 0.0000  | Var: 0.0224, W:2.2416
Epoch [1000/1000], | TL: 0.2099, ML: 0.0032, BL: 0.2067, VL: 0.0000  | Var: 0.0240, W:2.0670
[8.50%] Candidate 17 took 1.4070s
Epoch [100/1000], | TL: 0.4731, ML: 0.0000, BL: 0.4731, VL: 0.0000  | Var: 0.0014, W:4.7307
Epoch [200/1000], | TL: 0.4485, ML: 0.0000, BL: 0.4485, VL: 0.0000  | Var: 0.0014, W:4.4845
Epoch [300/1000], | TL: 0.4242, ML: 0.0000, BL: 0.4242, VL: 0.0000  | Var: 0.0013, W:4.2422
Epoch [400/1000], | TL: 0.4006, ML: 0.0000, BL: 0.4006, VL: 0.0000  | Var: 0.0013, W:4.0055
Epoch [500/1000], | TL: 0.3776, ML: 0.0000, BL: 0.3776, VL: 0.0000  | Var: 0.0012, W:3.7759
Epoch [600/1000], | TL: 0.3555, ML: 0.0000, BL: 0.3555, VL: 0.0000  | Var: 0.0011, W:3.5546
Epoch [700/1000], | TL: 0.3343, ML: 0.0000, BL: 0.3343, VL: 0.0000  | Var: 0.0010, W:3.3425
Epoch [800/1000], | TL: 0.3140, ML: 0.0000, BL: 0.3140, VL: 0.0000  | Var: 0.0009, W:3.1403
Epoch [900/1000], | TL: 0.2948, ML: 0.0000, BL: 0.2948, VL: 0.0000  | Var: 0.0009, W:2.9485
Epoch [1000/1000], | TL: 0.2767, ML: 0.0000, BL: 0.2767, VL: 0.0000  | Var: 0.0008, W:2.7671
[9.00%] Candidate 18 took 1.4077s
Epoch [100/1000], | TL: 0.4643, ML: 0.0000, BL: 0.4643, VL: 0.0000  | Var: 0.0018, W:4.6427
Epoch [200/1000], | TL: 0.4398, ML: 0.0000, BL: 0.4398, VL: 0.0000  | Var: 0.0018, W:4.3979
Epoch [300/1000], | TL: 0.4158, ML: 0.0000, BL: 0.4158, VL: 0.0000  | Var: 0.0017, W:4.1576
Epoch [400/1000], | TL: 0.3923, ML: 0.0000, BL: 0.3923, VL: 0.0000  | Var: 0.0016, W:3.9234
Epoch [500/1000], | TL: 0.3697, ML: 0.0000, BL: 0.3697, VL: 0.0000  | Var: 0.0015, W:3.6966
Epoch [600/1000], | TL: 0.3478, ML: 0.0000, BL: 0.3478, VL: 0.0000  | Var: 0.0014, W:3.4784
Epoch [700/1000], | TL: 0.3270, ML: 0.0000, BL: 0.3270, VL: 0.0000  | Var: 0.0013, W:3.2696
Epoch [800/1000], | TL: 0.3071, ML: 0.0000, BL: 0.3071, VL: 0.0000  | Var: 0.0012, W:3.0709
Epoch [900/1000], | TL: 0.2883, ML: 0.0000, BL: 0.2883, VL: 0.0000  | Var: 0.0011, W:2.8826
Epoch [1000/1000], | TL: 0.2705, ML: 0.0000, BL: 0.2705, VL: 0.0000  | Var: 0.0010, W:2.7048
[9.50%] Candidate 19 took 1.3949s
Epoch [100/1000], | TL: 0.4595, ML: 0.0000, BL: 0.4595, VL: 0.0000  | Var: 0.0021, W:4.5946
Epoch [200/1000], | TL: 0.4351, ML: 0.0000, BL: 0.4351, VL: 0.0000  | Var: 0.0020, W:4.3507
Epoch [300/1000], | TL: 0.4112, ML: 0.0000, BL: 0.4112, VL: 0.0000  | Var: 0.0019, W:4.1115
Epoch [400/1000], | TL: 0.3879, ML: 0.0000, BL: 0.3879, VL: 0.0000  | Var: 0.0019, W:3.8787
Epoch [500/1000], | TL: 0.3654, ML: 0.0000, BL: 0.3654, VL: 0.0000  | Var: 0.0017, W:3.6535
Epoch [600/1000], | TL: 0.3437, ML: 0.0000, BL: 0.3437, VL: 0.0000  | Var: 0.0016, W:3.4371
Epoch [700/1000], | TL: 0.3230, ML: 0.0000, BL: 0.3230, VL: 0.0000  | Var: 0.0015, W:3.2303
Epoch [800/1000], | TL: 0.3034, ML: 0.0000, BL: 0.3034, VL: 0.0000  | Var: 0.0014, W:3.0335
Epoch [900/1000], | TL: 0.2847, ML: 0.0000, BL: 0.2847, VL: 0.0000  | Var: 0.0012, W:2.8472
Epoch [1000/1000], | TL: 0.2671, ML: 0.0000, BL: 0.2671, VL: 0.0000  | Var: 0.0011, W:2.6713
[10.00%] Candidate 20 took 1.4327s
Epoch [100/1000], | TL: 0.4878, ML: 0.0000, BL: 0.4878, VL: 0.0000  | Var: 0.0026, W:4.8781
Epoch [200/1000], | TL: 0.4632, ML: 0.0000, BL: 0.4632, VL: 0.0000  | Var: 0.0026, W:4.6317
Epoch [300/1000], | TL: 0.4388, ML: 0.0000, BL: 0.4388, VL: 0.0000  | Var: 0.0025, W:4.3881
Epoch [400/1000], | TL: 0.4149, ML: 0.0000, BL: 0.4149, VL: 0.0000  | Var: 0.0024, W:4.1490
Epoch [500/1000], | TL: 0.3916, ML: 0.0000, BL: 0.3916, VL: 0.0000  | Var: 0.0022, W:3.9161
Epoch [600/1000], | TL: 0.3691, ML: 0.0000, BL: 0.3691, VL: 0.0000  | Var: 0.0021, W:3.6907
Epoch [700/1000], | TL: 0.3474, ML: 0.0000, BL: 0.3474, VL: 0.0000  | Var: 0.0019, W:3.4739
Epoch [800/1000], | TL: 0.3266, ML: 0.0000, BL: 0.3266, VL: 0.0000  | Var: 0.0017, W:3.2665
Epoch [900/1000], | TL: 0.3069, ML: 0.0000, BL: 0.3069, VL: 0.0000  | Var: 0.0016, W:3.0690
Epoch [1000/1000], | TL: 0.2882, ML: 0.0000, BL: 0.2882, VL: 0.0000  | Var: 0.0014, W:2.8818
[10.50%] Candidate 21 took 1.4130s
