Config: 
 {
  "model_save_path": "/tmp/",
  "model": "dnn",
  "loss": "ce",
  "model_name": "blip_mc_dnn_ce_mc",
  "dependency_meta": "",
  "timesteps": 10,
  "num_classes": 9,
  "rnn_config": {
    "ninp": 1,
    "nhid": 1000,
    "nlayers": 3,
    "nclasses": 9
  },
  "dnn_config": {
    "layers": [
      300,
      200,
      100,
      9
    ]
  },
  "batch_size": 32,
  "num_epochs": 200,
  "learning_rate": 0.001
}
Model: 
 Linear(
  (layers): ModuleList(
    (0): Linear(in_features=10, out_features=300, bias=True)
    (1): Linear(in_features=300, out_features=200, bias=True)
    (2): Linear(in_features=200, out_features=100, bias=True)
    (3): Linear(in_features=100, out_features=9, bias=True)
  )
  (sigmoid_activation): Sigmoid()
  (softmax_activation): Softmax(dim=-1)
)
Epoch[58/200] | Loss:0.0010 |Acc: 100.0000|Pred Confidence: 1.00 | C 0:0.9991 | C 1:0.9988 | C 2:0.9988| C 3:0.9988| C 4:0.9986| C 5:0.9991| C 6:0.9991| C 7:0.9993| C 8:0.9992| C 9:nan| C 10:nan| C 11:nan
Epoch[59/200] | Loss:0.0010 |Acc: 100.0000|Pred Confidence: 1.00 | C 0:0.9991 | C 1:0.9989 | C 2:0.9988| C 3:0.9988| C 4:0.9986| C 5:0.9991| C 6:0.9992| C 7:0.9993| C 8:0.9993| C 9:nan| C 10:nan| C 11:nan
Epoch[60/200] | Loss:0.0009 |Acc: 100.0000|Pred Confidence: 1.00 | C 0:0.9991 | C 1:0.9989 | C 2:0.9989| C 3:0.9989| C 4:0.9987| C 5:0.9992| C 6:0.9992| C 7:0.9994| C 8:0.9993| C 9:nan| C 10:nan| C 11:nan
Epoch[61/200] | Loss:0.0009 |Acc: 100.0000|Pred Confidence: 1.00 | C 0:0.9992 | C 1:0.9990 | C 2:0.9990| C 3:0.9989| C 4:0.9988| C 5:0.9992| C 6:0.9992| C 7:0.9994| C 8:0.9993| C 9:nan| C 10:nan| C 11:nan
Epoch[62/200] | Loss:0.0008 |Acc: 100.0000|Pred Confidence: 1.00 | C 0:0.9992 | C 1:0.9990 | C 2:0.9990| C 3:0.9990| C 4:0.9988| C 5:0.9992| C 6:0.9993| C 7:0.9994| C 8:0.9994| C 9:nan| C 10:nan| C 11:nan
Epoch[63/200] | Loss:0.0008 |Acc: 100.0000|Pred Confidence: 1.00 | C 0:0.9993 | C 1:0.9991 | C 2:0.9990| C 3:0.9990| C 4:0.9989| C 5:0.9993| C 6:0.9993| C 7:0.9994| C 8:0.9994| C 9:nan| C 10:nan| C 11:nan
Epoch[64/200] | Loss:0.0008 |Acc: 100.0000|Pred Confidence: 1.00 | C 0:0.9993 | C 1:0.9991 | C 2:0.9991| C 3:0.9991| C 4:0.9989| C 5:0.9993| C 6:0.9993| C 7:0.9995| C 8:0.9994| C 9:nan| C 10:nan| C 11:nan
Epoch[65/200] | Loss:0.0007 |Acc: 100.0000|Pred Confidence: 1.00 | C 0:0.9993 | C 1:0.9991 | C 2:0.9991| C 3:0.9991| C 4:0.9990| C 5:0.9993| C 6:0.9994| C 7:0.9995| C 8:0.9995| C 9:nan| C 10:nan| C 11:nan
Epoch[66/200] | Loss:0.0007 |Acc: 100.0000|Pred Confidence: 1.00 | C 0:0.9994 | C 1:0.9992 | C 2:0.9992| C 3:0.9991| C 4:0.9990| C 5:0.9994| C 6:0.9994| C 7:0.9995| C 8:0.9995| C 9:nan| C 10:nan| C 11:nan
Epoch[67/200] | Loss:0.0007 |Acc: 100.0000|Pred Confidence: 1.00 | C 0:0.9994 | C 1:0.9992 | C 2:0.9992| C 3:0.9992| C 4:0.9991| C 5:0.9994| C 6:0.9994| C 7:0.9995| C 8:0.9995| C 9:nan| C 10:nan| C 11:nan
Epoch[68/200] | Loss:0.0006 |Acc: 100.0000|Pred Confidence: 1.00 | C 0:0.9994 | C 1:0.9993 | C 2:0.9992| C 3:0.9992| C 4:0.9991| C 5:0.9994| C 6:0.9994| C 7:0.9996| C 8:0.9995| C 9:nan| C 10:nan| C 11:nan
Epoch[69/200] | Loss:0.0006 |Acc: 100.0000|Pred Confidence: 1.00 | C 0:0.9994 | C 1:0.9993 | C 2:0.9993| C 3:0.9993| C 4:0.9991| C 5:0.9995| C 6:0.9995| C 7:0.9996| C 8:0.9995| C 9:nan| C 10:nan| C 11:nan
Epoch[70/200] | Loss:0.0006 |Acc: 100.0000|Pred Confidence: 1.00 | C 0:0.9995 | C 1:0.9993 | C 2:0.9993| C 3:0.9993| C 4:0.9992| C 5:0.9995| C 6:0.9995| C 7:0.9996| C 8:0.9996| C 9:nan| C 10:nan| C 11:nan
Epoch[71/200] | Loss:0.0006 |Acc: 100.0000|Pred Confidence: 1.00 | C 0:0.9995 | C 1:0.9994 | C 2:0.9993| C 3:0.9993| C 4:0.9992| C 5:0.9995| C 6:0.9995| C 7:0.9996| C 8:0.9996| C 9:nan| C 10:nan| C 11:nan
Epoch[72/200] | Loss:0.0005 |Acc: 100.0000|Pred Confidence: 1.00 | C 0:0.9995 | C 1:0.9994 | C 2:0.9994| C 3:0.9993| C 4:0.9993| C 5:0.9995| C 6:0.9995| C 7:0.9996| C 8:0.9996| C 9:nan| C 10:nan| C 11:nan
Epoch[73/200] | Loss:0.0005 |Acc: 100.0000|Pred Confidence: 1.00 | C 0:0.9995 | C 1:0.9994 | C 2:0.9994| C 3:0.9994| C 4:0.9993| C 5:0.9995| C 6:0.9996| C 7:0.9996| C 8:0.9996| C 9:nan| C 10:nan| C 11:nan
Epoch[74/200] | Loss:0.0005 |Acc: 100.0000|Pred Confidence: 1.00 | C 0:0.9995 | C 1:0.9994 | C 2:0.9994| C 3:0.9994| C 4:0.9993| C 5:0.9996| C 6:0.9996| C 7:0.9997| C 8:0.9996| C 9:nan| C 10:nan| C 11:nan
Epoch[75/200] | Loss:0.0005 |Acc: 100.0000|Pred Confidence: 1.00 | C 0:0.9996 | C 1:0.9995 | C 2:0.9994| C 3:0.9994| C 4:0.9993| C 5:0.9996| C 6:0.9996| C 7:0.9997| C 8:0.9997| C 9:nan| C 10:nan| C 11:nan
Epoch[76/200] | Loss:0.0004 |Acc: 100.0000|Pred Confidence: 1.00 | C 0:0.9996 | C 1:0.9995 | C 2:0.9995| C 3:0.9995| C 4:0.9994| C 5:0.9996| C 6:0.9996| C 7:0.9997| C 8:0.9997| C 9:nan| C 10:nan| C 11:nan
Epoch[77/200] | Loss:0.0004 |Acc: 100.0000|Pred Confidence: 1.00 | C 0:0.9996 | C 1:0.9995 | C 2:0.9995| C 3:0.9995| C 4:0.9994| C 5:0.9996| C 6:0.9996| C 7:0.9997| C 8:0.9997| C 9:nan| C 10:nan| C 11:nan
Epoch[78/200] | Loss:0.0004 |Acc: 100.0000|Pred Confidence: 1.00 | C 0:0.9996 | C 1:0.9995 | C 2:0.9995| C 3:0.9995| C 4:0.9994| C 5:0.9996| C 6:0.9997| C 7:0.9997| C 8:0.9997| C 9:nan| C 10:nan| C 11:nan
Epoch[79/200] | Loss:0.0004 |Acc: 100.0000|Pred Confidence: 1.00 | C 0:0.9996 | C 1:0.9995 | C 2:0.9995| C 3:0.9995| C 4:0.9995| C 5:0.9997| C 6:0.9997| C 7:0.9997| C 8:0.9997| C 9:nan| C 10:nan| C 11:nan
Epoch[80/200] | Loss:0.0004 |Acc: 100.0000|Pred Confidence: 1.00 | C 0:0.9997 | C 1:0.9996 | C 2:0.9996| C 3:0.9995| C 4:0.9995| C 5:0.9997| C 6:0.9997| C 7:0.9997| C 8:0.9997| C 9:nan| C 10:nan| C 11:nan
Epoch[81/200] | Loss:0.0004 |Acc: 100.0000|Pred Confidence: 1.00 | C 0:0.9997 | C 1:0.9996 | C 2:0.9996| C 3:0.9996| C 4:0.9995| C 5:0.9997| C 6:0.9997| C 7:0.9997| C 8:0.9997| C 9:nan| C 10:nan| C 11:nan
Epoch[82/200] | Loss:0.0003 |Acc: 100.0000|Pred Confidence: 1.00 | C 0:0.9997 | C 1:0.9996 | C 2:0.9996| C 3:0.9996| C 4:0.9995| C 5:0.9997| C 6:0.9997| C 7:0.9998| C 8:0.9997| C 9:nan| C 10:nan| C 11:nan
Epoch[83/200] | Loss:0.0003 |Acc: 100.0000|Pred Confidence: 1.00 | C 0:0.9997 | C 1:0.9996 | C 2:0.9996| C 3:0.9996| C 4:0.9995| C 5:0.9997| C 6:0.9997| C 7:0.9998| C 8:0.9998| C 9:nan| C 10:nan| C 11:nan
